8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
8.770000000000000018e-01,8.479999999999999760e-01,7.189999999999999725e-01,8.649999999999999911e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
7.710000000000000187e-01,8.609999999999999876e-01,7.680000000000000160e-01,7.239999999999999769e-01
8.770000000000000018e-01,8.479999999999999760e-01,7.189999999999999725e-01,8.649999999999999911e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
9.270000000000000462e-01,7.429999999999999938e-01,7.790000000000000258e-01,8.559999999999999831e-01
9.040000000000000258e-01,9.200000000000000400e-01,7.079999999999999627e-01,7.500000000000000000e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
7.439999999999999947e-01,8.429999999999999716e-01,7.129999999999999671e-01,7.169999999999999707e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.770000000000000018e-01,8.479999999999999760e-01,7.189999999999999725e-01,8.649999999999999911e-01
8.339999999999999636e-01,6.860000000000000542e-01,7.339999999999999858e-01,8.020000000000000462e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
9.040000000000000258e-01,9.200000000000000400e-01,7.079999999999999627e-01,7.500000000000000000e-01
8.449999999999999734e-01,7.600000000000000089e-01,6.660000000000000364e-01,7.580000000000000071e-01
7.289999999999999813e-01,8.239999999999999547e-01,8.379999999999999671e-01,6.580000000000000293e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
9.270000000000000462e-01,7.429999999999999938e-01,7.790000000000000258e-01,8.559999999999999831e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
9.709999999999999742e-01,8.219999999999999529e-01,6.860000000000000542e-01,8.319999999999999618e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
8.770000000000000018e-01,8.479999999999999760e-01,7.189999999999999725e-01,8.649999999999999911e-01
7.439999999999999947e-01,8.429999999999999716e-01,7.129999999999999671e-01,7.169999999999999707e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
9.270000000000000462e-01,7.429999999999999938e-01,7.790000000000000258e-01,8.559999999999999831e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.169999999999999485e-01,8.750000000000000000e-01,7.610000000000000098e-01,7.249999999999999778e-01
9.040000000000000258e-01,9.200000000000000400e-01,7.079999999999999627e-01,7.500000000000000000e-01
8.770000000000000018e-01,8.479999999999999760e-01,7.189999999999999725e-01,8.649999999999999911e-01
9.270000000000000462e-01,7.429999999999999938e-01,7.790000000000000258e-01,8.559999999999999831e-01
8.770000000000000018e-01,8.479999999999999760e-01,7.189999999999999725e-01,8.649999999999999911e-01
8.169999999999999485e-01,8.750000000000000000e-01,7.610000000000000098e-01,7.249999999999999778e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
7.710000000000000187e-01,8.609999999999999876e-01,7.680000000000000160e-01,7.239999999999999769e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.169999999999999485e-01,8.750000000000000000e-01,7.610000000000000098e-01,7.249999999999999778e-01
9.270000000000000462e-01,7.429999999999999938e-01,7.790000000000000258e-01,8.559999999999999831e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.770000000000000018e-01,8.479999999999999760e-01,7.189999999999999725e-01,8.649999999999999911e-01
9.270000000000000462e-01,7.429999999999999938e-01,7.790000000000000258e-01,8.559999999999999831e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.169999999999999485e-01,8.750000000000000000e-01,7.610000000000000098e-01,7.249999999999999778e-01
9.040000000000000258e-01,9.200000000000000400e-01,7.079999999999999627e-01,7.500000000000000000e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
8.980000000000000204e-01,9.240000000000000435e-01,7.890000000000000346e-01,7.990000000000000435e-01
7.690000000000000169e-01,7.720000000000000195e-01,7.990000000000000435e-01,7.520000000000000018e-01
1.000000000000000000e+00,8.810000000000000053e-01,7.179999999999999716e-01,8.739999999999999991e-01
